ORDERKEY;PRODUCTKEY;QUANTITY;CATALOGPRICE;DISCOUNTAMOUNT;DISCOUNTPCTG;TRANSACTIONPRICE
SO53943;475;1;69,99;25,9;37;44,09
SO53944;476;2;69,99;4,9;7;65,09
SO53944;231;3;49,99;16,5;33;33,49
SO53945;477;2;4,99;1,45;29;3,54
SO53946;528;3;4,99;2,45;49;2,54
SO53946;217;2;34,99;15,75;45;19,24
SO53946;467;2;24,49;5,14;21;19,35
SO53947;528;2;4,99;0,45;9;4,54
SO53947;214;1;34,99;1,4;4;33,59
SO53947;467;1;24,49;6,86;28;17,63
SO53948;537;1;35;3,85;11;31,15
SO53949;539;3;24,99;10,5;42;14,49
SO53949;529;3;3,99;1,4;35;2,59
SO53949;217;2;34,99;5,95;17;29,04
SO53950;535;3;24,99;3,75;15;21,24
SO53950;528;2;4,99;1,1;22;3,89
SO53950;222;3;34,99;8,05;23;26,94
SO53951;477;2;4,99;0,75;15;4,24
SO53951;217;2;34,99;4,2;12;30,79
SO53951;225;3;8,99;3,69;41;5,3
SO53952;536;2;29,99;0,6;2;29,39
SO53952;528;1;4,99;0,15;3;4,84
SO53952;484;1;7,95;0,72;9;7,23
SO53953;538;3;21,49;2,36;11;19,13
SO53953;529;2;3,99;1,88;47;2,11
SO53953;225;2;8,99;3,24;36;5,75
SO53953;214;3;34,99;14,35;41;20,64
SO53954;529;3;3,99;0,04;1;3,95
SO53954;538;2;21,49;1,72;8;19,77
SO53954;217;2;34,99;13,3;38;21,69
SO53955;529;3;3,99;1,12;28;2,87
SO53955;231;1;49,99;23;46;26,99
SO53956;536;2;29,99;12,6;42;17,39
SO53956;528;1;4,99;2,45;49;2,54
SO53956;217;2;34,99;2,1;6;32,89
SO53956;231;3;49,99;18;36;31,99
SO53957;541;1;28,99;4,06;14;24,93
SO53957;530;2;4,99;0,45;9;4,54
SO53957;231;2;49,99;18,5;37;31,49
SO53958;537;1;35;1,05;3;33,95
SO53958;480;2;2,29;0,87;38;1,42
SO53959;528;1;4,99;2,05;41;2,94
SO53959;537;1;35;2,8;8;32,2
SO53959;222;2;34,99;7;20;27,99
SO53960;472;2;63,5;25,4;40;38,1
SO53960;485;1;21,98;5,28;24;16,7
SO53961;485;3;21,98;8,57;39;13,41
SO53961;487;2;54,99;25,85;47;29,14
SO53962;485;3;21,98;4,18;19;17,8
SO53962;237;1;49,99;17;34;32,99
SO53963;485;2;21,98;9,89;45;12,09
SO53963;222;3;34,99;6,3;18;28,69
SO53963;228;1;49,99;22,5;45;27,49
SO53964;359;3;2294,99;436,05;19;1858,94
SO53964;537;2;35;15,4;44;19,6
SO53964;528;1;4,99;0,25;5;4,74
SO53964;214;3;34,99;8,75;25;26,24
SO53965;363;2;2294,99;91,8;4;2203,19
SO53965;485;2;21,98;5,06;23;16,92
SO53966;590;2;769,49;15,39;2;754,1
SO53966;475;2;69,99;9,1;13;60,89
SO53967;606;2;539,99;113,4;21;426,59
SO53967;479;3;8,99;3,24;36;5,75
SO53967;477;2;4,99;2,35;47;2,64
SO53968;604;2;539,99;167,4;31;372,59
SO53969;378;3;2443,35;806,31;33;1637,04
SO53969;222;2;34,99;16,8;48;18,19
SO53969;488;2;53,99;22,68;42;31,31
SO53969;463;2;24,49;11,27;46;13,22
SO53970;374;1;2443,35;830,74;34;1612,61
SO53970;479;1;8,99;2,16;24;6,83
SO53970;477;2;4,99;1,25;25;3,74
SO53970;487;2;54,99;17,6;32;37,39
SO53970;225;2;8,99;2,16;24;6,83
SO53970;234;1;49,99;2;4;47,99
SO53971;361;3;2294,99;573,75;25;1721,24
SO53971;478;2;9,99;2,4;24;7,59
SO53971;477;1;4,99;0,45;9;4,54
SO53971;490;2;53,99;16,2;30;37,79
SO53972;359;2;2294,99;940,95;41;1354,04
SO53973;573;2;2384,07;834,42;35;1549,65
SO53973;479;1;8,99;0,9;10;8,09
SO53973;477;3;4,99;1,1;22;3,89
SO53973;487;3;54,99;15,4;28;39,59
SO53974;576;2;2384,07;929,79;39;1454,28
SO53974;541;2;28,99;10,44;36;18,55
SO53974;463;3;24,49;9,8;40;14,69
SO53974;530;2;4,99;2,3;46;2,69
SO53975;574;3;2384,07;1144,35;48;1239,72
SO53975;217;3;34,99;2,1;6;32,89
SO53976;573;3;2384,07;762,9;32;1621,17
SO53977;390;2;1120,49;134,46;12;986,03
SO53977;217;1;34,99;15,75;45;19,24
SO53978;355;3;2319,99;278,4;12;2041,59
SO53978;478;2;9,99;3,4;34;6,59
SO53978;477;2;4,99;0,45;9;4,54
SO53978;463;2;24,49;2,94;12;21,55
SO53979;355;3;2319,99;997,6;43;1322,39
SO53979;478;3;9,99;2,1;21;7,89
SO53980;484;1;7,95;2,7;34;5,25
SO53981;222;2;34,99;4,55;13;30,44
SO53982;539;1;24,99;1,75;7;23,24
SO53982;529;3;3,99;0,96;24;3,03
SO53982;480;2;2,29;0,55;24;1,74
SO53983;538;2;21,49;10,32;48;11,17
SO53983;480;2;2,29;0,46;20;1,83
SO53984;537;1;35;12,6;36;22,4
SO53984;485;1;21,98;6,37;29;15,61
SO53984;214;2;34,99;15,05;43;19,94
SO53985;536;2;29,99;6;20;23,99
SO53985;528;1;4,99;1,5;30;3,49
SO53985;480;2;2,29;1,15;50;1,14
SO53986;528;3;4,99;1,5;30;3,49
SO53987;488;2;53,99;22,14;41;31,85
SO53987;225;1;8,99;2,43;27;6,56
SO53988;237;2;49,99;7,5;15;42,49
SO53989;489;1;53,99;2,16;4;51,83
SO53990;490;1;53,99;17,28;32;36,71
SO53990;225;1;8,99;3,78;42;5,21
SO53991;488;2;53,99;14,04;26;39,95
SO53991;225;3;8,99;0,45;5;8,54
SO53992;488;2;53,99;21,06;39;32,93
SO53993;529;2;3,99;1,4;35;2,59
SO53993;484;2;7,95;0,87;11;7,08
SO53994;539;1;24,99;3,75;15;21,24
SO53995;541;1;28,99;14,5;50;14,49
SO53995;530;3;4,99;1,85;37;3,14
SO53995;484;2;7,95;1,67;21;6,28
SO53996;535;3;24,99;9,5;38;15,49
SO53996;528;3;4,99;0,2;4;4,79
SO53996;485;3;21,98;10,99;50;10,99
SO53996;214;3;34,99;11,55;33;23,44
SO53997;540;1;32,6;8,15;25;24,45
SO53997;529;1;3,99;0,64;16;3,35
SO53997;480;2;2,29;0,85;37;1,44
SO53997;486;1;159;36,57;23;122,43
SO53998;528;3;4,99;0,15;3;4,84
SO51623;484;1;7,95;1,91;24;6,04
SO51624;372;2;2443,35;537,54;22;1905,81
SO51624;225;1;8,99;0,36;4;8,63
SO51624;214;3;34,99;14;40;20,99
SO51625;593;3;564,99;62,15;11;502,84
SO51625;485;2;21,98;3,08;14;18,9
SO51625;480;2;2,29;0,07;3;2,22
SO51626;593;3;564,99;50,85;9;514,14
SO51626;478;2;9,99;0,5;5;9,49
SO51627;563;3;2384,07;548,34;23;1835,73
SO51627;477;1;4,99;2,2;44;2,79
SO51627;479;2;8,99;2,97;33;6,02
SO51628;584;1;539,99;248,4;46;291,59
SO51629;355;2;2319,99;951,2;41;1368,79
SO51629;485;2;21,98;0,22;1;21,76
SO51629;217;2;34,99;7;20;27,99
SO51630;382;2;1120,49;168,07;15;952,42
SO51630;479;1;8,99;3,96;44;5,03
SO51630;477;2;4,99;1,75;35;3,24
SO51631;386;2;1120,49;425,79;38;694,7
SO51632;384;2;1120,49;145,66;13;974,83
SO51633;382;1;1120,49;257,71;23;862,78
SO51634;565;2;742,35;311,79;42;430,56
SO51634;479;2;8,99;3,33;37;5,66
SO51635;378;2;2443,35;464,24;19;1979,11
SO51635;540;1;32,6;4,24;13;28,36
SO51635;471;2;63,5;15,88;25;47,62
SO51635;529;2;3,99;0,48;12;3,51
SO51636;380;2;2443,35;879,61;36;1563,74
SO51636;479;1;8,99;3,87;43;5,12
SO51637;581;1;1700,99;170,1;10;1530,89
SO51637;490;1;53,99;7,56;14;46,43
SO51637;463;2;24,49;5,14;21;19,35
SO51638;588;1;769,49;69,25;9;700,24
SO51638;237;2;49,99;9,5;19;40,49
SO51639;590;3;769,49;377,05;49;392,44
SO51639;536;2;29,99;1,2;4;28,79
SO51639;528;3;4,99;2,15;43;2,84
SO51639;480;2;2,29;0,27;12;2,02
SO51640;590;2;769,49;192,37;25;577,12
SO51640;231;2;49,99;15,5;31;34,49
SO51641;359;1;2294,99;1147,5;50;1147,49
SO51641;214;2;34,99;0,35;1;34,64
SO51642;355;2;2319,99;997,6;43;1322,39
SO51642;487;3;54,99;11;20;43,99
SO51642;490;2;53,99;15,12;28;38,87
SO51643;374;3;2443,35;904,04;37;1539,31
SO51643;222;1;34,99;13,3;38;21,69
SO51644;374;2;2443,35;488,67;20;1954,68
SO51645;594;2;564,99;124,3;22;440,69
SO51645;478;1;9,99;3;30;6,99
SO51645;477;2;4,99;1,85;37;3,14
SO51645;472;2;63,5;2,54;4;60,96
SO51646;359;1;2294,99;68,85;3;2226,14
SO51646;478;2;9,99;0,4;4;9,59
SO51647;363;2;2294,99;780,3;34;1514,69
SO51647;487;2;54,99;8,25;15;46,74
SO51647;237;3;49,99;15;30;34,99
SO51648;363;1;2294,99;918;40;1376,99
SO51648;478;1;9,99;2,4;24;7,59
SO51648;477;3;4,99;2,15;43;2,84
SO51649;359;2;2294,99;711,45;31;1583,54
SO51649;478;1;9,99;4,8;48;5,19
SO51649;477;2;4,99;2,5;50;2,49
SO51650;361;2;2294,99;573,75;25;1721,24
SO51651;357;2;2319,99;1067,2;46;1252,79
SO51651;487;3;54,99;3,3;6;51,69
SO51652;353;1;2319,99;835,2;36;1484,79
SO51652;528;2;4,99;0,45;9;4,54
SO51652;537;1;35;4,2;12;30,8
SO51652;480;1;2,29;0,39;17;1,9
SO51652;484;2;7,95;1,35;17;6,6
SO51653;562;2;2384,07;691,38;29;1692,69
SO51653;214;1;34,99;1,4;4;33,59
SO51654;561;2;2384,07;214,57;9;2169,5
SO51654;541;1;28,99;6,96;24;22,03
SO51654;530;1;4,99;0,8;16;4,19
SO51654;467;1;24,49;3,92;16;20,57
SO51655;606;2;539,99;124,2;23;415,79
SO51655;479;2;8,99;3,96;44;5,03
SO51656;605;2;539,99;108;20;431,99
SO51656;472;3;63,5;17,15;27;46,35
SO51657;386;1;1120,49;515,43;46;605,06
SO51657;237;2;49,99;0,5;1;49,49
SO51658;564;2;2384,07;1048,99;44;1335,08
SO51658;217;3;34,99;4,9;14;30,09
SO51659;572;1;742,35;252,4;34;489,95
SO51659;479;3;8,99;2,25;25;6,74
SO51660;353;2;2319,99;974,4;42;1345,59
SO51660;478;2;9,99;3,2;32;6,79
SO51660;477;1;4,99;2,4;48;2,59
SO51660;217;2;34,99;12,25;35;22,74
SO51661;582;3;1700,99;306,18;18;1394,81
SO51661;539;1;24,99;4,5;18;20,49
SO51661;529;2;3,99;1,88;47;2,11
SO51661;222;2;34,99;4,2;12;30,79
SO51662;380;2;2443,35;48,87;2;2394,48
SO51663;374;2;2443,35;317,64;13;2125,71
SO51663;479;1;8,99;4,23;47;4,76
SO51663;477;2;4,99;0,4;8;4,59
SO51663;225;2;8,99;4,23;47;4,76
SO51664;587;2;769,49;246,24;32;523,25
SO51664;536;3;29,99;0,6;2;29,39
SO51664;477;3;4,99;1,7;34;3,29
SO51664;480;1;2,29;0,82;36;1,47
SO51665;353;3;2319,99;812;35;1507,99
SO51665;485;2;21,98;2,2;10;19,78
SO51666;605;2;539,99;97,2;18;442,79
SO51666;477;2;4,99;0,55;11;4,44
SO51666;479;3;8,99;3,33;37;5,66
SO51667;357;3;2319,99;1160;50;1159,99
SO51668;353;1;2319,99;1160;50;1159,99
SO51668;483;3;120;33,6;28;86,4
SO51669;225;2;8,99;1,62;18;7,37
SO51669;572;2;742,35;51,96;7;690,39
SO51670;561;2;2384,07;1048,99;44;1335,08
SO51670;225;3;8,99;4,41;49;4,58
SO51670;489;2;53,99;26,46;49;27,53
SO51671;604;3;539,99;113,4;21;426,59
SO51672;374;2;2443,35;1123,94;46;1319,41
SO51672;479;1;8,99;0,9;10;8,09
SO51672;477;1;4,99;2,4;48;2,59
SO51673;380;1;2443,35;219,9;9;2223,45
SO51673;540;2;32,6;4,89;15;27,71
SO51673;529;1;3,99;1,28;32;2,71
SO51673;222;3;34,99;2,1;6;32,89
SO51674;374;3;2443,35;708,57;29;1734,78
SO51674;529;1;3,99;0,72;18;3,27
SO51674;540;2;32,6;13,37;41;19,23
SO51674;480;3;2,29;0,53;23;1,76
SO51675;598;1;539,99;162;30;377,99
SO51675;478;2;9,99;4,5;45;5,49
SO51675;477;2;4,99;0,6;12;4,39
SO51676;374;2;2443,35;464,24;19;1979,11
SO51676;540;2;32,6;15;46;17,6
SO51676;483;2;120;48;40;72
SO51677;355;2;2319,99;1067,2;46;1252,79
SO51677;214;2;34,99;17,15;49;17,84
SO51678;363;1;2294,99;940,95;41;1354,04
SO51678;214;2;34,99;2,45;7;32,54
SO51679;361;1;2294,99;573,75;25;1721,24
SO51679;487;2;54,99;15,4;28;39,59
SO51679;463;2;24,49;9,31;38;15,18
SO51680;585;1;742,35;96,51;13;645,84
SO51680;214;3;34,99;5,25;15;29,74
SO51681;565;2;742,35;51,96;7;690,39
SO51681;479;3;8,99;4,05;45;4,94
SO51682;357;3;2319,99;881,6;38;1438,39
SO51683;359;2;2294,99;826,2;36;1468,79
SO51683;478;2;9,99;3,6;36;6,39
SO51683;477;1;4,99;2,15;43;2,84
SO51683;489;1;53,99;17,28;32;36,71
SO51684;359;2;2294,99;780,3;34;1514,69
SO51684;485;1;21,98;1,32;6;20,66
SO51684;478;2;9,99;2,1;21;7,89
SO51684;477;2;4,99;1,7;34;3,29
SO51684;217;2;34,99;8,4;24;26,59
SO51685;388;1;1120,49;470,61;42;649,88
SO51686;584;2;539,99;216;40;323,99
SO51686;479;1;8,99;2,25;25;6,74
SO51687;575;2;2384,07;143,04;6;2241,03
SO51687;214;2;34,99;10,5;30;24,49
SO51687;225;3;8,99;0,45;5;8,54
SO51688;560;2;1214,85;510,24;42;704,61
SO51688;222;2;34,99;0,7;2;34,29
SO51689;577;2;1214,85;170,08;14;1044,77
SO51689;477;2;4,99;1;20;3,99
SO51689;479;2;8,99;3,33;37;5,66
SO51876;374;1;2443,35;684,14;28;1759,21
SO51876;217;2;34,99;1,4;4;33,59
SO51877;357;1;2319,99;835,2;36;1484,79
SO51877;528;3;4,99;0,3;6;4,69
SO51877;537;2;35;8,05;23;26,95
SO51877;214;3;34,99;5,95;17;29,04
SO51878;353;2;2319,99;1113,6;48;1206,39
SO51879;225;1;8,99;4,23;47;4,76
SO51880;479;3;8,99;3,69;41;5,3
SO51880;477;2;4,99;2,3;46;2,69
SO51880;481;3;8,99;2,97;33;6,02
SO51881;528;2;4,99;0,5;10;4,49
SO51881;537;2;35;14;40;21
SO51881;480;2;2,29;0,07;3;2,22
SO51882;530;3;4,99;0,6;12;4,39
SO51882;480;2;2,29;0,55;24;1,74
SO51882;486;1;159;52,47;33;106,53
SO51883;217;3;34,99;9,1;26;25,89
SO51884;541;2;28,99;1,16;4;27,83
SO51884;530;2;4,99;0,65;13;4,34
SO51884;467;2;24,49;5,39;22;19,1
SO51885;480;3;2,29;0,6;26;1,69
SO51886;480;1;2,29;0,92;40;1,37
SO51887;488;3;53,99;12,96;24;41,03
SO51887;465;3;24,49;0,24;1;24,25
SO51888;529;1;3,99;1,2;30;2,79
SO51888;214;1;34,99;3,85;11;31,14
SO51888;473;3;63,5;27,31;43;36,19
SO51889;538;2;21,49;0,43;2;21,06
SO51889;490;1;53,99;26,46;49;27,53
SO51890;540;3;32,6;5,22;16;27,38
SO51890;480;2;2,29;0,87;38;1,42
SO51891;540;1;32,6;14,02;43;18,58
SO51891;480;3;2,29;0,23;10;2,06
SO51892;540;1;32,6;13,37;41;19,23
SO51892;480;1;2,29;0,46;20;1,83
SO51893;536;1;29,99;3,9;13;26,09
SO51894;540;2;32,6;15,97;49;16,63
SO51894;529;2;3,99;0,48;12;3,51
SO51894;217;2;34,99;9,45;27;25,54
SO51894;463;3;24,49;6,86;28;17,63
SO51895;540;2;32,6;13,69;42;18,91
SO51895;480;2;2,29;0,37;16;1,92
SO51896;536;2;29,99;5,4;18;24,59
SO51896;528;2;4,99;0,05;1;4,94
SO51896;480;2;2,29;0,53;23;1,76
SO51897;477;2;4,99;0,45;9;4,54
SO52534;485;1;21,98;7,25;33;14,73
SO52534;478;2;9,99;3,9;39;6,09
SO52534;477;2;4,99;0,25;5;4,74
SO52535;538;2;21,49;10,32;48;11,17
SO52535;480;3;2,29;0,11;5;2,18
SO52536;535;1;24,99;8;32;16,99
SO52536;528;2;4,99;1,25;25;3,74
SO52536;217;2;34,99;10,15;29;24,84
SO52537;528;2;4,99;0,35;7;4,64
SO52537;535;2;24,99;9,5;38;15,49
SO52538;535;3;24,99;4,75;19;20,24
SO52538;528;2;4,99;2,3;46;2,69
SO52538;237;1;49,99;19;38;30,99
SO52539;478;3;9,99;1,7;17;8,29
SO52539;477;2;4,99;1,05;21;3,94
SO52539;225;3;8,99;0,99;11;8
SO52540;477;1;4,99;1,35;27;3,64
SO52540;478;1;9,99;0,8;8;9,19
SO52541;476;1;69,99;2,8;4;67,19
SO52541;237;1;49,99;12,5;25;37,49
SO52541;465;2;24,49;0,73;3;23,76
SO52542;225;1;8,99;1,08;12;7,91
SO52542;474;2;69,99;30,1;43;39,89
SO52543;476;3;69,99;25,9;37;44,09
SO52543;481;2;8,99;1,08;12;7,91
SO52544;477;3;4,99;0,75;15;4,24
SO52544;487;3;54,99;0,55;1;54,44
SO52545;528;1;4,99;0,35;7;4,64
SO52545;480;2;2,29;0,18;8;2,11
SO52546;528;1;4,99;0,9;18;4,09
SO52547;528;2;4,99;1,5;30;3,49
SO52547;480;1;2,29;1,01;44;1,28
SO52548;485;2;21,98;2,86;13;19,12
SO52548;228;3;49,99;16,5;33;33,49
SO52549;477;2;4,99;1,5;30;3,49
SO52549;222;1;34,99;17,5;50;17,49
SO52550;478;1;9,99;3,8;38;6,19
SO52551;529;3;3,99;0,32;8;3,67
SO52551;538;1;21,49;5,59;26;15,9
SO52551;465;2;24,49;7,35;30;17,14
SO52552;541;3;28,99;8,99;31;20
SO52552;530;2;4,99;1,15;23;3,84
SO52553;529;2;3,99;0,12;3;3,87
SO52554;529;2;3,99;0,92;23;3,07
SO52554;217;2;34,99;1,75;5;33,24
SO52555;530;2;4,99;1,4;28;3,59
SO52555;541;2;28,99;4,93;17;24,06
SO52556;541;2;28,99;3,48;12;25,51
SO52556;530;2;4,99;2,4;48;2,59
SO52557;530;3;4,99;2,2;44;2,79
SO52557;214;2;34,99;16,45;47;18,54
SO52558;537;2;35;11,55;33;23,45
SO52558;480;3;2,29;0,87;38;1,42
SO52558;486;2;159;3,18;2;155,82
SO52559;530;2;4,99;1,8;36;3,19
SO52560;528;2;4,99;1;20;3,99
SO52560;537;3;35;12,25;35;22,75
SO52560;485;3;21,98;9,89;45;12,09
SO52561;537;2;35;8,4;24;26,6
SO52561;528;2;4,99;0,75;15;4,24
SO52561;217;2;34,99;4,9;14;30,09
SO52561;481;1;8,99;0,99;11;8
SO52562;485;3;21,98;4,84;22;17,14
SO52563;485;1;21,98;5,28;24;16,7
SO52563;217;2;34,99;15,4;44;19,59
SO52564;231;1;49,99;16,5;33;33,49
SO52565;353;2;2319,99;440,8;19;1879,19
SO52565;217;2;34,99;16,8;48;18,19
SO52566;361;2;2294,99;45,9;2;2249,09
SO52566;485;2;21,98;10,11;46;11,87
SO52566;477;3;4,99;0,15;3;4,84
SO52566;478;3;9,99;2,2;22;7,79
SO52567;355;3;2319,99;348;15;1971,99
SO52568;605;2;539,99;81;15;458,99
SO52568;479;3;8,99;3,15;35;5,84
SO52568;477;2;4,99;1,6;32;3,39
SO52568;491;1;53,99;3,24;6;50,75
SO52569;606;1;539,99;102,6;19;437,39
SO52569;477;2;4,99;2,35;47;2,64
SO52569;479;1;8,99;3,15;35;5,84
SO52569;214;2;34,99;7,7;22;27,29
SO52570;584;2;539,99;253,8;47;286,19
SO52570;479;1;8,99;4,41;49;4,58
SO52570;477;2;4,99;0,35;7;4,64
SO52570;487;2;54,99;7,7;14;47,29
SO52571;390;3;1120,49;224,1;20;896,39
SO52571;479;2;8,99;0,72;8;8,27
SO52571;477;2;4,99;0,35;7;4,64
SO52571;483;2;120;40,8;34;79,2
SO52572;388;2;1120,49;403,38;36;717,11
SO52572;479;1;8,99;3,24;36;5,75
SO52572;477;1;4,99;2,4;48;2,59
SO52572;222;3;34,99;1,75;5;33,24
SO52573;584;1;539,99;221,4;41;318,59
SO52574;606;2;539,99;102,6;19;437,39
SO52575;605;2;539,99;264,6;49;275,39
SO52575;479;2;8,99;0,81;9;8,18
SO52575;477;3;4,99;2,1;42;2,89
SO52575;490;1;53,99;5,94;11;48,05
SO52576;576;2;2384,07;596,02;25;1788,05
SO52576;214;2;34,99;4,9;14;30,09
SO52577;355;2;2319,99;348;15;1971,99
SO52577;528;3;4,99;0,55;11;4,44
SO52577;537;3;35;14;40;21
SO52577;217;3;34,99;9,8;28;25,19
SO52577;228;1;49,99;12,5;25;37,49
SO52577;482;2;8,99;0,99;11;8
SO52578;217;2;34,99;10,85;31;24,14
SO52579;535;2;24,99;9;36;15,99
SO52579;528;3;4,99;0,95;19;4,04
SO52580;539;2;24,99;0,5;2;24,49
SO52580;480;1;2,29;0,23;10;2,06
SO52581;485;2;21,98;7,25;33;14,73
SO52581;478;1;9,99;2,5;25;7,49
SO52581;477;2;4,99;0,65;13;4,34
SO52581;482;2;8,99;0,54;6;8,45
SO52582;485;3;21,98;1,76;8;20,22
SO52582;478;3;9,99;4,8;48;5,19
SO52582;477;3;4,99;2,15;43;2,84
SO52582;488;3;53,99;20,52;38;33,47
SO52583;528;2;4,99;0,3;6;4,69
SO52583;214;2;34,99;16,45;47;18,54
SO52583;234;2;49,99;8;16;41,99
SO52584;528;2;4,99;2,45;49;2,54
SO52584;222;3;34,99;10,85;31;24,14
SO52584;481;1;8,99;1,62;18;7,37
SO52585;225;1;8,99;2,88;32;6,11
SO52586;529;2;3,99;1,96;49;2,03
SO52586;540;3;32,6;15;46;17,6
SO52586;222;3;34,99;3,5;10;31,49
SO52587;529;2;3,99;0,76;19;3,23
SO52587;482;3;8,99;3,24;36;5,75
SO52588;541;2;28,99;1,16;4;27,83
SO52589;540;2;32,6;9,45;29;23,15
SO52589;529;1;3,99;0,84;21;3,15
SO52590;478;2;9,99;0,8;8;9,19
SO52590;477;3;4,99;0,25;5;4,74
SO52591;477;2;4,99;2,35;47;2,64
SO52591;480;2;2,29;0,78;34;1,51
SO52592;477;1;4,99;0,8;16;4,19
SO52593;528;2;4,99;1,15;23;3,84
SO52593;480;3;2,29;0,66;29;1,63
SO52594;528;3;4,99;0,75;15;4,24
SO52594;480;1;2,29;0,96;42;1,33
SO52595;485;1;21,98;8,79;40;13,19
SO52595;478;1;9,99;1,9;19;8,09
SO52595;477;1;4,99;1,65;33;3,34
SO52595;487;2;54,99;9,35;17;45,64
SO52596;463;1;24,49;9,55;39;14,94
SO52596;475;2;69,99;23,1;33;46,89
SO52597;528;2;4,99;2,4;48;2,59
SO52597;481;1;8,99;3,15;35;5,84
SO52598;485;2;21,98;5,93;27;16,05
SO52598;228;2;49,99;13,5;27;36,49
SO52599;476;2;69,99;29,4;42;40,59
SO52599;228;2;49,99;5;10;44,99
SO52600;528;2;4,99;1,6;32;3,39
SO52600;536;3;29,99;4,8;16;25,19
SO52600;214;2;34,99;17,5;50;17,49
SO52601;477;2;4,99;1,9;38;3,09
SO52601;489;3;53,99;16,74;31;37,25
SO52602;538;3;21,49;3,22;15;18,27
SO52602;480;1;2,29;0,96;42;1,33
SO52603;538;2;21,49;10,53;49;10,96
SO52603;225;3;8,99;3,78;42;5,21
SO52604;529;2;3,99;0,08;2;3,91
SO52604;217;2;34,99;5,6;16;29,39
SO52605;529;3;3,99;1,92;48;2,07
SO52605;217;3;34,99;2,45;7;32,54
SO52606;529;1;3,99;0,4;10;3,59
SO52606;538;1;21,49;4,3;20;17,19
SO52607;485;1;21,98;4,62;21;17,36
SO52607;214;2;34,99;15,75;45;19,24
SO52607;463;2;24,49;10,78;44;13,71
SO52608;225;2;8,99;0,18;2;8,81
SO52609;589;1;769,49;15,39;2;754,1
SO52609;536;2;29,99;7,2;24;22,79
SO52609;528;3;4,99;1,9;38;3,09
SO52609;485;3;21,98;6,81;31;15,17
SO52609;222;2;34,99;9,8;28;25,19
SO52610;568;2;742,35;319,21;43;423,14
SO52610;479;2;8,99;4,32;48;4,67
SO52610;484;1;7,95;1,19;15;6,76
SO52611;384;1;1120,49;201,69;18;918,8
SO52611;231;3;49,99;21,5;43;28,49
SO52611;225;2;8,99;3,51;39;5,48
SO52612;386;2;1120,49;324,94;29;795,55
SO52612;479;1;8,99;1,35;15;7,64
SO52612;477;2;4,99;1,55;31;3,44
SO52612;490;1;53,99;19,44;36;34,55
SO52613;584;3;539,99;151,2;28;388,79
SO52613;529;3;3,99;0,52;13;3,47
SO52613;538;2;21,49;5,59;26;15,9
SO52613;222;3;34,99;8,05;23;26,94
SO52614;606;3;539,99;178,2;33;361,79
SO52614;477;2;4,99;0,95;19;4,04
SO52614;479;3;8,99;2,97;33;6,02
SO52615;357;1;2319,99;324,8;14;1995,19
SO52615;478;2;9,99;0,8;8;9,19
SO52616;353;3;2319,99;232;10;2087,99
SO52616;478;2;9,99;0,9;9;9,09
SO52616;477;2;4,99;0,1;2;4,89
SO52616;473;2;63,5;8,26;13;55,24
SO52617;477;2;4,99;2,3;46;2,69
SO52617;479;1;8,99;0,45;5;8,54
SO52617;222;2;34,99;11,55;33;23,44
SO52618;536;1;29,99;9,9;33;20,09
SO52618;528;3;4,99;1,7;34;3,29
SO52618;217;2;34,99;6,3;18;28,69
SO52619;536;2;29,99;0,9;3;29,09
SO52619;480;3;2,29;0,71;31;1,58
SO52620;485;2;21,98;8,35;38;13,63
SO52620;484;2;7,95;2,46;31;5,49
SO52620;486;1;159;4,77;3;154,23
SO52621;477;2;4,99;2,3;46;2,69
SO52622;490;2;53,99;7,56;14;46,43
SO52623;490;3;53,99;22,14;41;31,85
SO52624;222;2;34,99;7,7;22;27,29
SO52625;595;3;564,99;90,4;16;474,59
SO52626;529;1;3,99;0,76;19;3,23
SO52626;539;2;24,99;3,5;14;21,49
SO52626;482;1;8,99;0,36;4;8,63
SO52627;528;2;4,99;0,75;15;4,24
SO53184;576;1;2384,07;452,97;19;1931,1
SO53184;222;1;34,99;9,45;27;25,54
SO53185;225;2;8,99;2,79;31;6,2
SO53186;536;3;29,99;7,2;24;22,79
SO53186;480;3;2,29;0,3;13;1,99
SO53187;485;3;21,98;7,69;35;14,29
SO53188;225;1;8,99;1,35;15;7,64
SO53188;477;1;4,99;2;40;2,99
SO53189;477;1;4,99;2,15;43;2,84
SO53189;222;3;34,99;3,5;10;31,49
SO53190;536;1;29,99;14,1;47;15,89
SO53190;528;3;4,99;2,4;48;2,59
SO53190;222;1;34,99;17,15;49;17,84
SO53191;478;2;9,99;2,6;26;7,39
SO53192;214;1;34,99;4,55;13;30,44
SO53192;491;3;53,99;20,52;38;33,47
SO53193;465;1;24,49;6,37;26;18,12
SO53194;225;1;8,99;1,62;18;7,37
SO53195;597;2;539,99;129,6;24;410,39
SO53195;485;2;21,98;4,84;22;17,14
SO53195;478;2;9,99;2,8;28;7,19
SO53195;477;2;4,99;1,95;39;3,04
SO53195;225;2;8,99;4,23;47;4,76
SO53195;214;1;34,99;6,3;18;28,69
SO53196;376;1;2443,35;610,84;25;1832,51
SO53196;540;2;32,6;3,59;11;29,01
SO53196;222;3;34,99;4,9;14;30,09
SO53197;222;1;34,99;2,1;6;32,89
SO53198;480;2;2,29;0,71;31;1,58
