ORDERKEY;ORDERDATE;DELIVERYDATE;CUSTOMERKEY;CHANNELKEY;PAYMENTMETHODKEY;DELIVERYMETHODKEY;COUNTRYKEY;DELIVERYCOST;ORDERSTATUSKEY
SO59136;01-12-2019;08-12-2019;12297;2;3;2;9;0;4
SO59137;01-12-2019;08-12-2019;27797;1;1;2;9;8,33;4
SO59138;01-12-2019;08-12-2019;16830;1;3;1;2;9,53;4
SO59139;01-12-2019;08-12-2019;29382;2;1;4;2;1,19;4
SO59140;01-12-2019;08-12-2019;28416;1;4;2;3;6,16;4
SO59141;01-12-2019;08-12-2019;13411;2;4;4;3;3,53;4
SO59142;01-12-2019;08-12-2019;28325;1;3;2;3;6,94;4
SO59143;02-12-2019;09-12-2019;11755;1;4;3;10;5,06;4
SO59144;02-12-2019;09-12-2019;15206;2;3;1;8;9,77;4
SO59145;02-12-2019;09-12-2019;23527;2;3;4;3;7,18;4
SO59146;02-12-2019;09-12-2019;21020;2;3;3;10;0;4
SO59147;02-12-2019;09-12-2019;21036;2;1;2;9;5,26;4
SO59148;02-12-2019;09-12-2019;17799;2;3;1;7;7,64;4
SO59149;02-12-2019;09-12-2019;17756;1;1;2;3;3,3;4
SO59150;02-12-2019;09-12-2019;17824;2;4;4;9;0;4
SO59151;02-12-2019;09-12-2019;15095;2;4;1;9;3,85;4
SO59152;02-12-2019;09-12-2019;12051;1;1;4;4;8,14;4
SO59153;02-12-2019;09-12-2019;11530;1;3;1;9;3,91;4
SO59154;02-12-2019;09-12-2019;26737;2;2;4;1;2,63;4
SO59155;02-12-2019;09-12-2019;15760;1;2;2;9;8,77;4
SO59156;02-12-2019;09-12-2019;26576;1;1;1;4;1,68;4
SO59157;02-12-2019;09-12-2019;24736;2;3;1;1;1,66;4
SO59158;02-12-2019;09-12-2019;23067;2;2;2;4;1,7;4
SO59159;02-12-2019;09-12-2019;21693;2;3;4;4;4,19;4
SO59160;02-12-2019;09-12-2019;16497;2;4;2;8;0;4
SO59161;02-12-2019;09-12-2019;23060;1;3;4;4;7,41;4
SO59162;02-12-2019;09-12-2019;21492;1;3;3;4;1,92;4
SO59163;02-12-2019;09-12-2019;20114;2;3;1;1;4,98;4
SO59164;02-12-2019;09-12-2019;19856;1;4;1;4;2,24;4
SO59165;02-12-2019;09-12-2019;17036;1;3;3;8;9,24;4
SO59166;02-12-2019;09-12-2019;12107;2;3;1;7;6,97;4
SO59167;02-12-2019;09-12-2019;17428;2;3;1;4;9,69;4
SO59168;02-12-2019;09-12-2019;18776;1;2;3;4;4,13;4
SO59169;02-12-2019;09-12-2019;18600;1;3;2;2;7,7;4
SO59170;02-12-2019;09-12-2019;16590;1;2;3;9;6,41;4
SO59171;02-12-2019;09-12-2019;12508;1;1;1;7;2,37;4
SO59172;02-12-2019;09-12-2019;17703;1;1;2;3;6,53;4
SO59173;02-12-2019;09-12-2019;20058;2;1;4;10;4,02;4
SO58587;26-11-2019;03-12-2019;13258;2;4;2;9;0;4
SO59175;02-12-2019;09-12-2019;21514;1;2;2;7;5,76;4
SO59176;02-12-2019;09-12-2019;21112;1;3;2;10;3,38;4
SO59177;02-12-2019;09-12-2019;12566;1;3;3;7;4,02;4
SO59178;02-12-2019;09-12-2019;11066;2;3;4;1;2,67;4
SO59179;02-12-2019;09-12-2019;12636;2;1;2;10;9,56;4
SO59180;02-12-2019;09-12-2019;13569;1;3;2;6;5,96;4
SO59181;02-12-2019;09-12-2019;11716;1;3;3;4;3,49;4
SO59182;02-12-2019;09-12-2019;11928;2;4;4;4;0;4
SO59183;02-12-2019;09-12-2019;11838;2;3;1;1;5,65;4
SO59184;02-12-2019;09-12-2019;12895;1;4;4;9;1,03;4
SO59185;02-12-2019;09-12-2019;16727;2;1;2;1;3,63;4
SO59186;02-12-2019;09-12-2019;14379;2;1;3;4;9,43;4
SO59187;02-12-2019;09-12-2019;15904;1;3;1;4;5,35;4
SO59188;02-12-2019;09-12-2019;14374;1;1;4;4;9,66;4
SO59189;02-12-2019;09-12-2019;13452;2;2;3;4;4,42;4
SO59190;02-12-2019;09-12-2019;20219;2;4;1;9;6,39;4
SO59191;02-12-2019;09-12-2019;24460;1;3;2;10;9,38;4
SO59192;02-12-2019;09-12-2019;25057;2;4;3;10;4,66;4
SO59193;02-12-2019;09-12-2019;22404;1;1;4;9;5,87;4
SO59194;02-12-2019;09-12-2019;11056;1;4;4;9;9,23;4
SO59195;02-12-2019;09-12-2019;25418;1;2;1;4;9,86;4
SO59196;02-12-2019;09-12-2019;25394;2;3;1;1;8,12;4
SO59197;02-12-2019;09-12-2019;24644;1;2;2;4;3,97;4
SO59198;02-12-2019;09-12-2019;22291;1;2;3;4;6,92;4
SO59199;02-12-2019;09-12-2019;25989;2;4;4;9;0;4
SO59200;02-12-2019;09-12-2019;20374;2;1;1;4;5,13;4
SO59201;02-12-2019;09-12-2019;17443;2;1;4;1;0;4
SO59202;02-12-2019;09-12-2019;15925;1;1;4;6;7,17;4
SO59203;02-12-2019;09-12-2019;22395;2;1;4;6;3,06;4
SO59204;02-12-2019;09-12-2019;13595;1;1;4;9;7,78;4
SO59205;02-12-2019;09-12-2019;13007;1;4;3;3;4,15;4
SO59206;02-12-2019;09-12-2019;29055;1;1;2;2;1,66;4
SO59207;02-12-2019;09-12-2019;11447;2;3;4;7;5,28;4
SO59208;02-12-2019;09-12-2019;11455;1;2;2;9;6,93;4
SO59209;02-12-2019;09-12-2019;11456;2;4;1;7;7,12;4
SO59210;03-12-2019;10-12-2019;12560;2;4;3;3;0;4
SO59211;03-12-2019;10-12-2019;12599;1;3;2;6;9,9;4
SO59212;03-12-2019;10-12-2019;13600;1;4;4;10;1,44;4
SO59213;03-12-2019;10-12-2019;13579;2;2;4;7;2,96;4
SO59214;03-12-2019;10-12-2019;24278;2;3;2;2;7,8;4
SO59215;03-12-2019;10-12-2019;11911;2;3;1;3;5,04;4
SO59216;03-12-2019;10-12-2019;17803;2;1;2;9;5,33;4
SO59217;03-12-2019;10-12-2019;24536;1;3;2;2;8,38;4
SO59218;03-12-2019;10-12-2019;20811;1;4;3;7;9,13;4
SO59219;03-12-2019;10-12-2019;15082;1;2;3;6;5,93;4
SO59220;03-12-2019;10-12-2019;29283;2;2;2;4;2,99;4
SO59221;03-12-2019;10-12-2019;28995;2;4;4;1;7,75;4
SO59222;03-12-2019;10-12-2019;28360;2;3;1;4;2;4
SO59223;03-12-2019;10-12-2019;27241;2;4;1;4;4,87;4
SO59224;03-12-2019;10-12-2019;26000;2;2;4;4;3,64;4
SO59225;03-12-2019;10-12-2019;26577;1;4;2;4;0;4
SO59226;03-12-2019;10-12-2019;12183;2;2;1;10;5,49;4
SO59227;03-12-2019;10-12-2019;23294;2;3;3;1;2,16;4
SO59228;03-12-2019;10-12-2019;12969;2;3;4;8;5,76;4
SO59229;03-12-2019;10-12-2019;20689;1;4;1;1;4,61;4
SO59230;03-12-2019;10-12-2019;20791;1;2;3;4;4,32;4
SO59231;03-12-2019;10-12-2019;13867;2;2;2;1;1,8;4
SO59232;03-12-2019;10-12-2019;14768;2;2;1;3;4,89;4
SO59233;03-12-2019;10-12-2019;13448;2;3;2;4;3,96;4
SO59234;03-12-2019;10-12-2019;20179;2;1;1;9;0;4
SO59235;03-12-2019;10-12-2019;12293;2;3;4;9;5,52;4
SO59236;03-12-2019;10-12-2019;22497;1;2;3;7;1,48;4
SO59237;03-12-2019;10-12-2019;23936;2;3;3;7;4,78;4
SO59238;03-12-2019;10-12-2019;14839;2;2;1;3;7,07;4
SO59239;03-12-2019;10-12-2019;11161;1;3;2;4;3;4
SO59240;03-12-2019;10-12-2019;20461;2;4;3;4;2,11;4
SO59241;03-12-2019;10-12-2019;14497;1;1;4;2;6;4
SO59242;03-12-2019;10-12-2019;14560;1;2;2;4;8,48;4
SO59243;03-12-2019;10-12-2019;14378;2;4;4;4;0;4
SO59244;03-12-2019;10-12-2019;19691;1;3;1;1;4,1;4
SO59245;03-12-2019;10-12-2019;14005;1;1;1;4;0;4
SO59246;03-12-2019;10-12-2019;13895;1;3;2;1;3,89;4
SO59247;03-12-2019;10-12-2019;13903;2;2;3;4;1,46;4
SO59248;03-12-2019;10-12-2019;12016;1;2;4;4;3,37;4
SO59249;03-12-2019;10-12-2019;11956;2;3;4;4;0;4
SO59250;03-12-2019;10-12-2019;12026;2;2;3;4;8,25;4
SO59251;03-12-2019;10-12-2019;20211;1;3;2;7;4,41;4
SO59252;03-12-2019;10-12-2019;24462;1;3;3;9;6,93;4
SO59253;03-12-2019;10-12-2019;25053;2;3;1;7;2,21;4
SO59254;03-12-2019;10-12-2019;28316;1;1;1;9;2,53;4
SO59255;03-12-2019;10-12-2019;26579;1;2;3;4;4,49;4
SO59256;03-12-2019;10-12-2019;26601;1;4;1;4;6,7;4
SO59257;03-12-2019;10-12-2019;29128;1;2;2;4;0;4
SO59258;03-12-2019;10-12-2019;29166;2;2;2;4;7,04;4
SO59259;03-12-2019;10-12-2019;12113;2;3;4;9;3,53;4
SO59260;03-12-2019;10-12-2019;25284;1;1;4;4;3,95;4
SO59261;03-12-2019;10-12-2019;25404;1;4;4;4;2,71;4
SO59262;03-12-2019;10-12-2019;17676;1;3;2;4;7,27;4
SO59263;03-12-2019;10-12-2019;18459;2;3;2;4;7,36;4
SO59264;03-12-2019;10-12-2019;23173;2;4;4;1;1,37;4
SO59265;03-12-2019;10-12-2019;22256;1;3;2;4;9,57;4
SO59266;03-12-2019;10-12-2019;19414;2;4;4;8;8,03;4
SO59267;03-12-2019;10-12-2019;19473;1;1;1;9;1,42;4
SO59268;03-12-2019;10-12-2019;20726;1;2;2;2;4,48;4
SO59269;03-12-2019;10-12-2019;16603;2;3;4;7;6,77;4
SO59270;03-12-2019;10-12-2019;14049;2;4;3;9;8,06;4
SO59271;03-12-2019;10-12-2019;11457;2;3;2;7;0;4
SO59272;04-12-2019;11-12-2019;12237;2;1;4;10;6,7;4
SO59273;04-12-2019;11-12-2019;12622;2;2;1;2;0;4
SO59274;04-12-2019;11-12-2019;13782;2;3;4;7;0;4
SO59275;04-12-2019;11-12-2019;12682;1;3;2;6;0;4
SO59276;04-12-2019;11-12-2019;12370;1;4;2;7;9,2;4
SO59277;04-12-2019;11-12-2019;16173;2;4;2;7;6,48;4
SO59278;04-12-2019;11-12-2019;17245;1;3;3;9;9,93;4
SO59279;04-12-2019;11-12-2019;15236;2;1;1;9;2,21;4
SO59280;04-12-2019;11-12-2019;15583;2;2;1;9;2,04;4
SO59281;04-12-2019;11-12-2019;13844;2;3;3;7;1,73;4
SO59282;04-12-2019;11-12-2019;17770;2;3;4;9;5,12;4
SO59283;04-12-2019;11-12-2019;11417;1;4;2;8;8,41;4
SO59284;04-12-2019;11-12-2019;14979;1;3;3;6;8,06;4
SO59285;04-12-2019;11-12-2019;14960;1;4;2;7;3,8;4
SO59286;04-12-2019;11-12-2019;14944;2;3;4;8;9,29;4
SO59287;04-12-2019;11-12-2019;20891;1;3;1;9;3,82;4
SO59288;04-12-2019;11-12-2019;16433;2;1;1;9;7,32;4
SO59289;04-12-2019;11-12-2019;13812;2;4;4;6;2,47;4
SO59290;04-12-2019;11-12-2019;11520;1;2;3;7;3,26;4
SO59291;04-12-2019;11-12-2019;28085;1;4;2;1;1,13;4
SO59292;04-12-2019;11-12-2019;11331;2;3;2;9;7,28;4
SO59293;04-12-2019;11-12-2019;27638;2;2;1;1;1,74;4
SO59294;04-12-2019;11-12-2019;26507;2;4;3;1;9,02;4
SO59295;04-12-2019;11-12-2019;25854;1;3;4;4;7,81;4
SO59296;04-12-2019;11-12-2019;12140;1;3;3;8;9,37;4
SO59297;04-12-2019;11-12-2019;21900;2;2;2;1;6,21;4
SO59298;04-12-2019;11-12-2019;15816;2;1;1;7;4,4;4
SO59299;04-12-2019;11-12-2019;11277;2;2;1;9;5,7;4
SO59300;04-12-2019;11-12-2019;19851;2;3;4;4;4,39;4
SO59301;04-12-2019;11-12-2019;19707;1;2;4;4;5,27;4
SO59302;04-12-2019;11-12-2019;19692;1;1;2;4;4,95;4
SO59303;04-12-2019;11-12-2019;19153;1;3;2;4;0;4
SO59304;04-12-2019;11-12-2019;26185;1;4;1;6;3,79;4
SO59305;04-12-2019;11-12-2019;16234;2;4;2;4;8,76;4
SO59306;04-12-2019;11-12-2019;24947;1;3;1;9;3,58;4
SO59307;04-12-2019;11-12-2019;14592;2;2;4;1;8,62;4
SO59308;04-12-2019;11-12-2019;17706;2;1;2;3;3,42;4
SO59309;04-12-2019;11-12-2019;11473;1;1;1;8;1,95;4
SO59310;04-12-2019;11-12-2019;16434;2;1;2;7;2,2;4
SO58724;28-11-2019;05-12-2019;28256;1;3;4;1;7,34;4
SO59312;04-12-2019;11-12-2019;17737;2;4;3;6;4,36;4
SO59313;04-12-2019;11-12-2019;20908;2;3;1;2;5,76;4
SO59314;04-12-2019;11-12-2019;20967;1;1;1;2;8,55;4
SO59315;04-12-2019;11-12-2019;18628;1;4;1;9;1,39;4
SO59316;04-12-2019;11-12-2019;12835;2;4;2;2;5,71;4
SO59317;04-12-2019;11-12-2019;15441;2;4;2;7;8,18;4
SO59318;04-12-2019;11-12-2019;11312;1;4;3;1;9,62;4
SO59319;04-12-2019;11-12-2019;20476;2;2;2;4;0;4
SO59320;04-12-2019;11-12-2019;19696;1;1;2;4;5,91;4
SO59321;04-12-2019;11-12-2019;15901;2;4;2;1;9,1;4
SO59322;04-12-2019;11-12-2019;13885;1;4;1;1;7,05;4
SO59323;04-12-2019;11-12-2019;14239;2;2;4;4;4,61;4
SO59324;04-12-2019;11-12-2019;14006;1;2;4;4;8,71;4
SO59325;04-12-2019;11-12-2019;12402;2;1;2;3;2,53;4
SO59326;04-12-2019;11-12-2019;12459;2;2;1;7;6,97;4
SO59327;04-12-2019;11-12-2019;24461;1;3;3;7;0;4
SO59328;04-12-2019;11-12-2019;24924;2;4;2;10;5,26;4
SO59329;04-12-2019;11-12-2019;22579;1;2;4;8;2,42;4
SO59330;04-12-2019;11-12-2019;24467;2;3;2;9;1,98;4
SO59331;04-12-2019;11-12-2019;27864;2;2;1;7;6,18;4
SO59332;04-12-2019;11-12-2019;11444;1;2;1;9;5,83;4
SO59333;04-12-2019;11-12-2019;29019;2;4;1;4;0;4
SO59334;04-12-2019;11-12-2019;26607;2;1;3;4;0;4
SO59335;04-12-2019;11-12-2019;25403;1;4;1;4;9,05;4
SO59336;04-12-2019;11-12-2019;20195;2;4;2;1;2,95;4
SO59337;04-12-2019;11-12-2019;19116;2;2;4;6;9,19;4
SO59338;04-12-2019;11-12-2019;17269;2;3;3;1;2,74;4
SO59339;04-12-2019;11-12-2019;20833;1;2;1;10;4,46;4
SO59340;04-12-2019;11-12-2019;24031;2;4;3;2;3,67;4
SO59341;04-12-2019;11-12-2019;22443;2;2;2;3;1,14;4
SO59342;04-12-2019;11-12-2019;25735;2;3;4;2;1,57;4
SO59343;05-12-2019;12-12-2019;12036;1;3;3;9;8,39;5
SO59344;05-12-2019;12-12-2019;22574;2;4;3;6;5,92;4
SO59345;05-12-2019;12-12-2019;29117;2;1;4;3;1,11;4
SO59346;05-12-2019;12-12-2019;16177;1;3;3;10;6,9;4
SO59347;05-12-2019;12-12-2019;17769;2;2;2;9;2,08;4
SO59348;05-12-2019;12-12-2019;14138;2;4;3;7;5,06;4
SO59349;05-12-2019;12-12-2019;11850;2;3;2;4;7,22;4
SO59350;05-12-2019;12-12-2019;26466;2;4;2;1;7,96;4
SO59351;05-12-2019;12-12-2019;11505;2;1;4;10;1,17;4
SO59352;05-12-2019;12-12-2019;24812;1;3;2;4;8,89;4
SO59353;05-12-2019;12-12-2019;12431;2;4;2;10;8,41;4
SO59354;05-12-2019;12-12-2019;26125;2;2;3;1;8,05;4
SO59355;05-12-2019;12-12-2019;11827;2;3;1;7;0;4
SO59356;05-12-2019;12-12-2019;23500;2;3;3;4;5,12;4
SO59357;05-12-2019;12-12-2019;22160;2;3;3;1;3,11;4
SO59358;05-12-2019;12-12-2019;21917;1;3;1;4;8,43;4
SO59359;05-12-2019;12-12-2019;22991;2;3;2;4;4,38;4
SO59360;05-12-2019;12-12-2019;21579;1;2;3;1;8,16;4
SO59361;05-12-2019;12-12-2019;18365;2;1;4;1;6,38;4
SO59362;05-12-2019;12-12-2019;13850;2;4;1;4;1,63;4
SO59363;05-12-2019;12-12-2019;14971;1;3;2;3;4,37;4
SO59364;05-12-2019;12-12-2019;18187;2;1;1;2;7,89;4
SO59365;05-12-2019;12-12-2019;16535;2;1;3;6;5,44;4
SO59366;05-12-2019;12-12-2019;13781;2;3;2;9;2,86;4
SO59367;05-12-2019;12-12-2019;26417;1;1;4;9;9,1;4
SO59368;05-12-2019;12-12-2019;20730;1;4;4;3;2,36;4
SO59369;05-12-2019;12-12-2019;25666;1;3;2;7;8,55;4
SO59370;05-12-2019;12-12-2019;12092;1;1;4;1;7,66;4
SO59371;05-12-2019;12-12-2019;17347;1;3;1;7;1,65;4
SO59372;05-12-2019;12-12-2019;14199;1;1;3;2;1,36;4
SO59373;05-12-2019;12-12-2019;16085;1;2;3;9;1,86;4
SO59374;05-12-2019;12-12-2019;14413;2;2;1;4;9,46;4
SO59375;05-12-2019;12-12-2019;18936;2;3;1;4;3,76;4
SO59376;05-12-2019;12-12-2019;14559;1;3;4;4;3,33;4
SO59377;05-12-2019;12-12-2019;12763;2;3;1;9;5,87;4
SO59378;05-12-2019;12-12-2019;15304;1;3;4;9;5,71;4
SO59379;05-12-2019;12-12-2019;13907;2;1;2;1;0;4
SO59380;05-12-2019;12-12-2019;13484;1;4;2;4;7,53;4
SO59381;05-12-2019;12-12-2019;14112;1;3;4;4;2,98;4
SO59382;05-12-2019;12-12-2019;14242;2;3;3;1;9,44;4
SO59383;05-12-2019;12-12-2019;11776;1;3;1;4;2,39;4
SO59384;05-12-2019;12-12-2019;14598;2;4;4;3;0;4
SO59385;05-12-2019;12-12-2019;11775;2;4;2;4;0;4
SO59386;05-12-2019;12-12-2019;12404;1;1;3;7;4,29;4
SO59387;05-12-2019;12-12-2019;19631;1;4;4;9;7,67;4
SO59388;05-12-2019;12-12-2019;14523;2;1;2;2;7,35;4
SO59389;05-12-2019;12-12-2019;17329;1;4;1;9;3,21;4
SO59390;05-12-2019;12-12-2019;17286;2;2;3;6;6,28;4
SO59391;05-12-2019;12-12-2019;17726;1;1;1;9;4,12;4
SO59392;05-12-2019;12-12-2019;12240;2;3;3;7;3,25;4
SO59393;05-12-2019;12-12-2019;26520;2;2;3;1;6,36;4
SO59394;05-12-2019;12-12-2019;25395;2;4;1;1;7,14;4
SO59395;05-12-2019;12-12-2019;25193;1;2;2;1;6,99;4
SO59396;05-12-2019;12-12-2019;19526;2;2;2;8;3,89;4
SO59397;05-12-2019;12-12-2019;20111;1;2;4;4;4,74;4
SO59398;05-12-2019;12-12-2019;19436;1;3;1;9;4,48;4
SO59399;05-12-2019;12-12-2019;27183;2;4;2;9;7,81;4
SO59400;05-12-2019;12-12-2019;26817;1;2;4;9;9,7;4
SO59401;05-12-2019;12-12-2019;26947;2;4;3;3;3,92;4
SO59402;05-12-2019;12-12-2019;29473;1;4;3;10;8,01;4
SO59403;05-12-2019;12-12-2019;15085;1;2;3;10;6,83;4
SO59404;05-12-2019;12-12-2019;12655;1;2;2;9;5,6;4
SO59405;05-12-2019;12-12-2019;29068;1;2;1;6;7,47;4
SO59406;05-12-2019;12-12-2019;22580;1;3;4;10;9,49;4
SO59407;06-12-2019;13-12-2019;14164;2;3;1;2;5,59;4
SO59408;06-12-2019;13-12-2019;12394;2;4;1;9;4,06;4
SO59409;06-12-2019;13-12-2019;13406;2;3;3;9;0;4
SO59410;06-12-2019;13-12-2019;14160;2;2;1;9;3,84;4
SO59411;06-12-2019;13-12-2019;22524;1;2;4;9;8,08;4
SO59412;06-12-2019;13-12-2019;14015;1;3;2;6;4,41;4
SO59413;06-12-2019;13-12-2019;18744;2;4;2;6;1,42;4
SO59414;06-12-2019;13-12-2019;11149;2;2;2;10;0;4
SO59415;06-12-2019;13-12-2019;17300;2;1;1;7;2,52;4
SO59416;06-12-2019;13-12-2019;21377;1;1;3;3;7,64;4
SO59417;06-12-2019;13-12-2019;15237;2;1;1;8;7,58;4
SO59418;06-12-2019;13-12-2019;14223;1;1;3;3;4,85;4
SO59419;06-12-2019;13-12-2019;21044;1;2;4;2;5,94;4
SO59420;06-12-2019;13-12-2019;28077;1;1;3;4;3,1;4
SO59421;06-12-2019;13-12-2019;11215;2;1;4;10;8,7;4
SO59422;06-12-2019;13-12-2019;11330;2;3;4;8;2,36;4
SO59423;06-12-2019;13-12-2019;27411;1;3;3;1;1,92;4
SO59424;06-12-2019;13-12-2019;11287;1;4;3;9;9,99;4
SO59425;06-12-2019;13-12-2019;24973;2;2;3;4;8,54;4
SO59426;06-12-2019;13-12-2019;25870;2;2;1;1;1,71;4
SO59427;06-12-2019;13-12-2019;11091;2;2;1;8;6,33;4
SO59428;06-12-2019;13-12-2019;11253;1;4;3;7;6,46;4
SO59429;06-12-2019;13-12-2019;24980;2;2;4;4;1,74;4
SO59430;06-12-2019;13-12-2019;22240;1;1;4;1;0;4
SO59431;06-12-2019;13-12-2019;22355;1;3;3;4;2,07;4
SO59432;06-12-2019;13-12-2019;21244;1;4;4;4;0;4
SO59433;06-12-2019;13-12-2019;19243;1;4;3;4;7,75;4
SO59434;06-12-2019;13-12-2019;17467;2;3;3;4;1,81;4
SO59435;06-12-2019;13-12-2019;24649;2;4;3;6;2,05;4
SO59436;06-12-2019;13-12-2019;16333;1;1;4;1;9,44;4
SO59437;06-12-2019;13-12-2019;15449;2;4;1;8;5,1;4
SO59438;06-12-2019;13-12-2019;14810;1;4;3;9;2,62;4
SO59439;06-12-2019;13-12-2019;12376;2;4;4;8;5,56;4
SO59440;06-12-2019;13-12-2019;14694;2;4;3;3;8,87;4
SO59441;06-12-2019;13-12-2019;24720;1;4;4;8;3,3;4
SO59442;06-12-2019;13-12-2019;17105;1;3;2;6;4,75;4
SO59443;06-12-2019;13-12-2019;14658;1;1;3;7;0;4
SO59444;06-12-2019;13-12-2019;11867;2;4;2;4;2,35;4
SO59445;06-12-2019;13-12-2019;13307;2;1;2;4;9,52;4
SO59446;06-12-2019;13-12-2019;16106;2;4;1;9;7,63;4
SO59447;06-12-2019;13-12-2019;12427;1;3;4;4;7,39;4
SO58861;30-11-2019;07-12-2019;19759;2;3;3;4;6,1;4
SO59449;06-12-2019;13-12-2019;11589;2;3;3;9;5,12;4
SO59450;06-12-2019;13-12-2019;14496;1;1;4;6;8,92;4
SO59451;06-12-2019;13-12-2019;19690;2;3;3;4;3,62;4
SO59452;06-12-2019;13-12-2019;13478;2;2;2;1;7,28;4
SO59453;06-12-2019;13-12-2019;14044;1;4;4;4;9,05;4
SO59454;06-12-2019;13-12-2019;13436;2;4;1;1;1,79;4
SO59455;06-12-2019;13-12-2019;26964;2;3;1;10;1,09;4
SO59456;06-12-2019;13-12-2019;26946;1;2;4;10;0;4
SO59457;06-12-2019;13-12-2019;19298;2;3;3;7;0;4
SO59458;06-12-2019;13-12-2019;15015;2;2;3;2;7,88;4
SO59459;06-12-2019;13-12-2019;20216;2;4;3;6;2,09;4
SO59460;06-12-2019;13-12-2019;20217;1;2;4;9;1,08;4
SO59461;06-12-2019;13-12-2019;24465;1;3;2;7;0;4
SO59462;06-12-2019;13-12-2019;24466;1;1;4;10;7,93;4
SO59463;06-12-2019;13-12-2019;27362;1;2;2;6;3,28;4
SO59464;06-12-2019;13-12-2019;11058;1;4;4;8;5,27;4
SO59465;06-12-2019;13-12-2019;11069;2;4;1;10;1,8;4
SO59466;06-12-2019;13-12-2019;29044;2;3;3;1;4,41;4
SO59467;06-12-2019;13-12-2019;16758;1;3;3;9;7,5;4
SO59468;06-12-2019;13-12-2019;26545;2;1;1;4;3,2;4
SO59469;06-12-2019;13-12-2019;24496;1;3;3;8;0;4
SO59470;06-12-2019;13-12-2019;25334;2;1;3;1;5,22;4
SO59471;06-12-2019;13-12-2019;25398;1;1;2;4;3,81;4
SO59472;06-12-2019;13-12-2019;25399;1;2;1;4;3,16;4
SO59473;06-12-2019;13-12-2019;24633;1;2;3;1;7,52;4
SO59474;06-12-2019;13-12-2019;24641;2;3;4;4;5,83;4
SO59475;06-12-2019;13-12-2019;17664;2;3;1;4;9,95;4
SO59476;06-12-2019;13-12-2019;23924;2;1;4;10;0;4
SO59477;06-12-2019;13-12-2019;22628;2;3;2;3;6,91;4
SO59478;06-12-2019;13-12-2019;22610;1;2;2;7;8,42;4
SO59479;06-12-2019;13-12-2019;26928;1;3;4;9;4,92;4
SO59480;06-12-2019;13-12-2019;26860;1;1;4;9;1,77;4
SO59481;06-12-2019;13-12-2019;25736;2;4;4;3;6,88;4
SO59482;06-12-2019;13-12-2019;15082;2;2;4;9;8,67;4
SO59483;06-12-2019;13-12-2019;28417;1;3;1;9;1;4
SO59484;06-12-2019;13-12-2019;29468;2;2;1;8;3,42;4
SO59485;06-12-2019;13-12-2019;11356;2;4;3;9;8,02;4
SO59486;06-12-2019;13-12-2019;13010;1;2;4;9;3,03;4
SO59487;06-12-2019;13-12-2019;22581;2;2;4;9;3,34;4
SO59488;07-12-2019;14-12-2019;12854;2;4;1;9;7,59;4
SO59489;07-12-2019;14-12-2019;14775;1;4;2;9;5,47;4
SO59490;07-12-2019;14-12-2019;12333;2;4;4;7;1,15;4
SO59491;07-12-2019;14-12-2019;19622;1;4;4;9;0;4
SO59492;07-12-2019;14-12-2019;19623;2;3;4;7;4,84;4
SO59493;07-12-2019;14-12-2019;17479;1;2;3;7;5,8;4
SO59494;07-12-2019;14-12-2019;27146;1;1;4;7;7,33;4
SO59495;07-12-2019;14-12-2019;27351;2;1;1;9;1,47;4
SO59496;07-12-2019;14-12-2019;26670;2;2;2;2;3,75;4
SO59497;07-12-2019;14-12-2019;22017;1;3;2;6;6,41;4
SO59498;07-12-2019;14-12-2019;12692;1;1;1;9;2,57;4
SO59499;07-12-2019;14-12-2019;11466;2;2;3;8;2,89;4
SO59500;07-12-2019;14-12-2019;14052;1;3;4;9;9,34;4
SO59501;07-12-2019;14-12-2019;28338;2;1;4;7;2,23;4
SO59502;07-12-2019;14-12-2019;21027;1;4;4;2;5,17;4
SO59503;07-12-2019;14-12-2019;24090;1;2;4;7;3,28;4
SO59504;07-12-2019;14-12-2019;17775;2;4;3;3;3,49;4
SO59505;07-12-2019;14-12-2019;24039;1;1;4;6;3,5;4
SO59506;07-12-2019;14-12-2019;17813;2;4;3;9;7,87;4
SO59507;07-12-2019;14-12-2019;20728;1;1;3;9;7,56;4
SO59508;07-12-2019;14-12-2019;19310;2;2;2;7;4,14;4
SO59509;07-12-2019;14-12-2019;16053;2;3;2;8;1;4
SO59510;07-12-2019;14-12-2019;11330;1;2;4;6;3,58;4
SO59511;07-12-2019;14-12-2019;26713;2;2;1;4;0;4
SO59512;07-12-2019;14-12-2019;25930;2;4;1;1;0;4
SO59513;07-12-2019;14-12-2019;24992;2;3;1;4;3,61;4
SO59514;07-12-2019;14-12-2019;26171;2;2;1;4;7,15;4
SO59515;07-12-2019;14-12-2019;22777;1;2;3;1;2,87;4
SO59516;07-12-2019;14-12-2019;14661;2;2;1;2;4,71;4
SO59517;07-12-2019;14-12-2019;17337;2;4;3;9;4,33;4
SO59518;07-12-2019;14-12-2019;19147;1;3;2;2;4,47;4
SO59519;07-12-2019;14-12-2019;22162;1;1;2;4;6,57;4
SO59520;07-12-2019;14-12-2019;14760;1;2;1;7;6,63;4
SO59521;07-12-2019;14-12-2019;13486;1;2;3;7;2,05;4
SO59522;07-12-2019;14-12-2019;11091;2;4;3;7;4,98;4
SO59523;07-12-2019;14-12-2019;27734;1;1;2;8;7,77;4
